EXPERIMENT_ID,DATE,PURPOSE,REFERENCE_BASELINE,DATASET,FEATURE_VERSION,CODE_COMMIT,MODEL,ARCHITECTURE,HYPERPARAMETERS,SEED,TRAIN_SPLIT,VALIDATION_SPLIT,TEST_SPLIT,METRICS,RUNTIME,CHECKPOINT,OUTPUT,STATUS,NOTES
CL0042,2026-09-24T22:17:10,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9491000052944643, ""ap"": 0.9523913036166144, ""prevalence"": 0.48911737214581386, ""n"": 7489}, ""forest"": {""roc_auc"": 0.909514336666531, ""ap"": 0.96183339274417, ""prevalence"": 0.7158512720156556, ""n"": 5110}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__LogReg_v2agg_f2*.npz,complete,
CL0043,2026-09-24T22:17:11,bridge12_B1,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9433437024916376, ""ap"": 0.9361436654338317, ""prevalence"": 0.48911737214581386, ""n"": 7489}, ""forest"": {""roc_auc"": 0.907195651780994, ""ap"": 0.9515538870437876, ""prevalence"": 0.7158512720156556, ""n"": 5110}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B1__MaxEnt_v2agg_f2*.npz,complete,
CL0044,2026-09-24T22:17:22,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9493583036897537, ""ap"": 0.8012832061559333, ""prevalence"": 0.1847461418027287, ""n"": 4471}, ""forest"": {""roc_auc"": 0.8755530293720044, ""ap"": 0.8029043058195018, ""prevalence"": 0.3668744434550312, ""n"": 2246}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_cdr7_r0*.npz,complete,
CL0045,2026-09-24T22:17:23,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.8500466658031003, ""ap"": 0.6840775859592825, ""prevalence"": 0.1847461418027287, ""n"": 4471}, ""forest"": {""roc_auc"": 0.7977807136127156, ""ap"": 0.7376216298245742, ""prevalence"": 0.3668744434550312, ""n"": 2246}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_cdr7_r0*.npz,complete,
CL0046,2026-09-24T22:17:23,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.938675488330228, ""ap"": 0.7922730145775982, ""prevalence"": 0.1847461418027287, ""n"": 4471}, ""forest"": {""roc_auc"": 0.8771677385877952, ""ap"": 0.8019105673163108, ""prevalence"": 0.3668744434550312, ""n"": 2246}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_cdr7_r0*.npz,complete,
CL0047,2026-09-24T22:17:55,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9527891536052239, ""ap"": 0.8243359593189645, ""prevalence"": 0.1847461418027287, ""n"": 4471}, ""forest"": {""roc_auc"": 0.8858941665642537, ""ap"": 0.8260561667562675, ""prevalence"": 0.3668744434550312, ""n"": 2246}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_v2agg_r0*.npz,complete,
CL0048,2026-09-24T22:17:55,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.8923682313826695, ""ap"": 0.7061385683087578, ""prevalence"": 0.1847461418027287, ""n"": 4471}, ""forest"": {""roc_auc"": 0.833838143323365, ""ap"": 0.7523634030483156, ""prevalence"": 0.3668744434550312, ""n"": 2246}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_v2agg_r0*.npz,complete,
CL0049,2026-09-24T22:17:55,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.8919427588291367, ""ap"": 0.6378187204171175, ""prevalence"": 0.1847461418027287, ""n"": 4471}, ""forest"": {""roc_auc"": 0.812200869143692, ""ap"": 0.676556911085001, ""prevalence"": 0.3668744434550312, ""n"": 2246}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_v2agg_r0*.npz,complete,
CL0050,2026-09-24T22:18:06,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.985239035821359, ""ap"": 0.9860566962086802, ""prevalence"": 0.5021004200840168, ""n"": 4999}, ""forest"": {""roc_auc"": 0.9571576508852139, ""ap"": 0.9868295224765469, ""prevalence"": 0.7627015515667782, ""n"": 3287}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_cdr7_r1*.npz,complete,
CL0051,2026-09-24T22:18:07,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9354962632395287, ""ap"": 0.9511405396356856, ""prevalence"": 0.5021004200840168, ""n"": 4999}, ""forest"": {""roc_auc"": 0.9274477616519898, ""ap"": 0.9780986968882701, ""prevalence"": 0.7627015515667782, ""n"": 3287}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_cdr7_r1*.npz,complete,
CL0052,2026-09-24T22:18:07,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9635585420471589, ""ap"": 0.971377603953154, ""prevalence"": 0.5021004200840168, ""n"": 4999}, ""forest"": {""roc_auc"": 0.9367821382181175, ""ap"": 0.9800657763670295, ""prevalence"": 0.7627015515667782, ""n"": 3287}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_cdr7_r1*.npz,complete,
CL0053,2026-09-24T22:18:41,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.984781484748031, ""ap"": 0.9858873974550656, ""prevalence"": 0.5021004200840168, ""n"": 4999}, ""forest"": {""roc_auc"": 0.9576332423061581, ""ap"": 0.9869038887920653, ""prevalence"": 0.7627015515667782, ""n"": 3287}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_v2agg_r1*.npz,complete,
CL0054,2026-09-24T22:18:41,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9640611519370489, ""ap"": 0.970763155683068, ""prevalence"": 0.5021004200840168, ""n"": 4999}, ""forest"": {""roc_auc"": 0.930438106634756, ""ap"": 0.9793574757248769, ""prevalence"": 0.7627015515667782, ""n"": 3287}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_v2agg_r1*.npz,complete,
CL0055,2026-09-24T22:18:42,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9544890746375686, ""ap"": 0.9588947999271533, ""prevalence"": 0.5021004200840168, ""n"": 4999}, ""forest"": {""roc_auc"": 0.9196779785830445, ""ap"": 0.9709348148217145, ""prevalence"": 0.7627015515667782, ""n"": 3287}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_v2agg_r1*.npz,complete,
CL0056,2026-09-24T22:18:55,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9247819145230107, ""ap"": 0.8869203411246577, ""prevalence"": 0.45579793340987373, ""n"": 2613}, ""forest"": {""roc_auc"": 0.8533454773013129, ""ap"": 0.8894341571428359, ""prevalence"": 0.635048231511254, ""n"": 1866}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_cdr7_r2*.npz,complete,
CL0057,2026-09-24T22:18:55,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.8635960514926175, ""ap"": 0.7835395600486778, ""prevalence"": 0.45579793340987373, ""n"": 2613}, ""forest"": {""roc_auc"": 0.7646362695713056, ""ap"": 0.795594078283131, ""prevalence"": 0.635048231511254, ""n"": 1866}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_cdr7_r2*.npz,complete,
CL0058,2026-09-24T22:18:56,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.8973799629428874, ""ap"": 0.8589987870748041, ""prevalence"": 0.45579793340987373, ""n"": 2613}, ""forest"": {""roc_auc"": 0.8189774283289033, ""ap"": 0.8672568650690895, ""prevalence"": 0.635048231511254, ""n"": 1866}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_cdr7_r2*.npz,complete,
CL0059,2026-09-24T22:19:25,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9288451477974164, ""ap"": 0.9004484080498881, ""prevalence"": 0.45579793340987373, ""n"": 2613}, ""forest"": {""roc_auc"": 0.8653481787145981, ""ap"": 0.903703899703736, ""prevalence"": 0.635048231511254, ""n"": 1866}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_v2agg_r2*.npz,complete,
CL0060,2026-09-24T22:19:25,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.8880826191749893, ""ap"": 0.8739463301518885, ""prevalence"": 0.45579793340987373, ""n"": 2613}, ""forest"": {""roc_auc"": 0.8247743142685428, ""ap"": 0.8882765762342297, ""prevalence"": 0.635048231511254, ""n"": 1866}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_v2agg_r2*.npz,complete,
CL0061,2026-09-24T22:19:26,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.8936588997887345, ""ap"": 0.8632014071645677, ""prevalence"": 0.45579793340987373, ""n"": 2613}, ""forest"": {""roc_auc"": 0.8403340830374789, ""ap"": 0.8798132703197691, ""prevalence"": 0.635048231511254, ""n"": 1866}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_v2agg_r2*.npz,complete,
CL0062,2026-09-24T22:19:35,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9328019662921349, ""ap"": 0.9537500840218133, ""prevalence"": 0.6663890045814244, ""n"": 2401}, ""forest"": {""roc_auc"": 0.9046769538188277, ""ap"": 0.9538084780896855, ""prevalence"": 0.7397133610725843, ""n"": 2163}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_cdr7_r3*.npz,complete,
CL0063,2026-09-24T22:19:36,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.8063619694132335, ""ap"": 0.840979898562447, ""prevalence"": 0.6663890045814244, ""n"": 2401}, ""forest"": {""roc_auc"": 0.7315658303730018, ""ap"": 0.8423922011194955, ""prevalence"": 0.7397133610725843, ""n"": 2163}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_cdr7_r3*.npz,complete,
CL0064,2026-09-24T22:19:36,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.6522534332084894, ""ap"": 0.7672318122117211, ""prevalence"": 0.6663890045814244, ""n"": 2401}, ""forest"": {""roc_auc"": 0.6006538632326821, ""ap"": 0.7880987532613832, ""prevalence"": 0.7397133610725843, ""n"": 2163}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_cdr7_r3*.npz,complete,
CL0065,2026-09-24T22:20:06,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.8895540730337078, ""ap"": 0.9180016214912934, ""prevalence"": 0.6663890045814244, ""n"": 2401}, ""forest"": {""roc_auc"": 0.8433653419182948, ""ap"": 0.9181113659568053, ""prevalence"": 0.7397133610725843, ""n"": 2163}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_v2agg_r3*.npz,complete,
CL0066,2026-09-24T22:20:06,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.822100109238452, ""ap"": 0.864627772676579, ""prevalence"": 0.6663890045814244, ""n"": 2401}, ""forest"": {""roc_auc"": 0.7604745781527531, ""ap"": 0.8675443105969318, ""prevalence"": 0.7397133610725843, ""n"": 2163}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_v2agg_r3*.npz,complete,
CL0067,2026-09-24T22:20:07,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.8035662453183521, ""ap"": 0.8530876185069188, ""prevalence"": 0.6663890045814244, ""n"": 2401}, ""forest"": {""roc_auc"": 0.7482837477797513, ""ap"": 0.8592365922381688, ""prevalence"": 0.7397133610725843, ""n"": 2163}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_v2agg_r3*.npz,complete,
CL0068,2026-09-24T22:20:17,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9887675197694292, ""ap"": 0.9554988425926938, ""prevalence"": 0.26150306748466257, ""n"": 3912}, ""forest"": {""roc_auc"": 0.9698632115699307, ""ap"": 0.9563442708653546, ""prevalence"": 0.5082048731974143, ""n"": 2011}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_cdr7_r4*.npz,complete,
CL0069,2026-09-24T22:20:17,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9017701890779974, ""ap"": 0.8770878332810317, ""prevalence"": 0.26150306748466257, ""n"": 3912}, ""forest"": {""roc_auc"": 0.9186739061179826, ""ap"": 0.9326071449960198, ""prevalence"": 0.5082048731974143, ""n"": 2011}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_cdr7_r4*.npz,complete,
CL0070,2026-09-24T22:20:17,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.670151587898548, ""ap"": 0.5181750757383822, ""prevalence"": 0.26150306748466257, ""n"": 3912}, ""forest"": {""roc_auc"": 0.7942529270112133, ""ap"": 0.7852254385817857, ""prevalence"": 0.5082048731974143, ""n"": 2011}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_cdr7_r4*.npz,complete,
CL0071,2026-09-24T22:20:59,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9875771752970024, ""ap"": 0.9662691740881689, ""prevalence"": 0.26150306748466257, ""n"": 3912}, ""forest"": {""roc_auc"": 0.9688233978855473, ""ap"": 0.9674831710211347, ""prevalence"": 0.5082048731974143, ""n"": 2011}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_v2agg_r4*.npz,complete,
CL0072,2026-09-24T22:21:00,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.90384906242609, ""ap"": 0.8015398464817756, ""prevalence"": 0.26150306748466257, ""n"": 3912}, ""forest"": {""roc_auc"": 0.8879558707425517, ""ap"": 0.8691381077020199, ""prevalence"": 0.5082048731974143, ""n"": 2011}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_v2agg_r4*.npz,complete,
CL0073,2026-09-24T22:21:00,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9089411855465519, ""ap"": 0.7071099038081138, ""prevalence"": 0.26150306748466257, ""n"": 3912}, ""forest"": {""roc_auc"": 0.8137546277150416, ""ap"": 0.7518222816595809, ""prevalence"": 0.5082048731974143, ""n"": 2011}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_v2agg_r4*.npz,complete,
CL0074,2026-09-24T22:21:10,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9736317932868055, ""ap"": 0.9703982089985891, ""prevalence"": 0.485045827303425, ""n"": 4146}, ""forest"": {""roc_auc"": 0.933455865997807, ""ap"": 0.9720081212898312, ""prevalence"": 0.7247109826589595, ""n"": 2768}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_cdr7_r5*.npz,complete,
CL0075,2026-09-24T22:21:11,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.8736788413142237, ""ap"": 0.8974034142567534, ""prevalence"": 0.485045827303425, ""n"": 4146}, ""forest"": {""roc_auc"": 0.8702854690521612, ""ap"": 0.9499825835694766, ""prevalence"": 0.7247109826589595, ""n"": 2768}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_cdr7_r5*.npz,complete,
CL0076,2026-09-24T22:21:11,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),cdr7,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9506651356648503, ""ap"": 0.956321873535041, ""prevalence"": 0.485045827303425, ""n"": 4146}, ""forest"": {""roc_auc"": 0.9148973682626661, ""ap"": 0.9667326742277975, ""prevalence"": 0.7247109826589595, ""n"": 2768}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_cdr7_r5*.npz,complete,
CL0077,2026-09-24T22:22:32,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9720537046245649, ""ap"": 0.9689705541693615, ""prevalence"": 0.485045827303425, ""n"": 4146}, ""forest"": {""roc_auc"": 0.9290789050172317, ""ap"": 0.9705226085831504, ""prevalence"": 0.7247109826589595, ""n"": 2768}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__RF_v2agg_r5*.npz,complete,
CL0078,2026-09-24T22:22:32,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,LogReg,,null,42,,,,"{""all"": {""roc_auc"": 0.9434696988576878, ""ap"": 0.9549930652030664, ""prevalence"": 0.485045827303425, ""n"": 4146}, ""forest"": {""roc_auc"": 0.9116947059085212, ""ap"": 0.9684019364192338, ""prevalence"": 0.7247109826589595, ""n"": 2768}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__LogReg_v2agg_r5*.npz,complete,
CL0079,2026-09-24T22:22:33,bridge12_B2,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),v2agg,fb0d8aa,MaxEnt,,null,42,,,,"{""all"": {""roc_auc"": 0.9337207420079492, ""ap"": 0.9264294611252609, ""prevalence"": 0.485045827303425, ""n"": 4146}, ""forest"": {""roc_auc"": 0.8843816320068665, ""ap"": 0.9426848081563919, ""prevalence"": 0.7247109826589595, ""n"": 2768}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B2__MaxEnt_v2agg_r5*.npz,complete,
CL0080,2026-09-24T22:23:02,bridge12_B3,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),,fb0d8aa,null,,null,42,,,,"{""all"": {""roc_auc"": 0.908355983224128, ""ap"": 0.16491614197624202, ""prevalence"": 0.02463821918383929, ""n"": 856596}, ""forest"": {""roc_auc"": 0.85697400936314, ""ap"": 0.16507180632627713, ""prevalence"": 0.03872408515885628, ""n"": 544958}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B3__null_climatological_frequency*.npz,complete,fit-year statistics only; no covariates
CL0081,2026-09-24T22:23:27,bridge12_B3,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),,fb0d8aa,null,,null,42,,,,"{""all"": {""roc_auc"": 0.9298903329251147, ""ap"": 0.54557421236631, ""prevalence"": 0.02463821918383929, ""n"": 856596}, ""forest"": {""roc_auc"": 0.920143145978068, ""ap"": 0.547141984846226, ""prevalence"": 0.03872408515885628, ""n"": 544958}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B3__null_seasonal_frequency*.npz,complete,fit-year statistics only; no covariates
CL0082,2026-09-24T22:26:10,bridge12_B3,,cdr_pinn_monthly_stacks.npz (+v2 aggregated),"cdr7 static + monthly ndvi_anomaly_t, dryness_t",fb0d8aa,RF,,null,42,,,,"{""all"": {""roc_auc"": 0.9024639206299246, ""ap"": 0.16074786770369942, ""prevalence"": 0.02463821918383929, ""n"": 856596}, ""forest"": {""roc_auc"": 0.8455751964861964, ""ap"": 0.16080778178362407, ""prevalence"": 0.03872408515885628, ""n"": 544958}}",,not saved (sklearn/elapid models refit deterministically),results/baseline/predictions/bridge12_B3__RF_monthly_cdr7*.npz,complete,
